id,book_id,isbn,authors,original_publication_year,title
7247,498835,752860550,Kate Mosse,2007,"Sepulchre (Languedoc, #2)"
7248,7778609,61714313,Richard Kadrey,2010,"Kill the Dead (Sandman Slim, #2)"
7249,100247,812992180,Rolf Potts,2002,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel
7250,12383252,425247546,Laurell K. Hamilton,2012,"Kiss the Dead (Anita Blake, Vampire Hunter #21)"
7251,10775,684804522,Ernest Hemingway,1985,The Garden of Eden
7252,1333030,425219437,Maya Banks,2008,"Sweet Surrender (Sweet, #1)"
7253,22875,345418476,Stephen R. Donaldson,1982,"The One Tree (The Second Chronicles of Thomas Covenant, #2)"
7254,24816,836217691,Bill Watterson,1994,Homicidal Psycho Jungle Cat: A Calvin and Hobbes Collection
7255,17190226,,J.C. Reed,2013,"Surrender Your Love (Surrender Your Love, #1)"
7256,17985262,,Matthew Mather,2013,CyberStorm
7257,24476,743406567,Chuck Klosterman,2001,Fargo Rock City: A Heavy Metal Odyssey in Rural North Dakota
7258,795034,886775981,Tad Williams,1993,"To Green Angel Tower, Part 1 (Memory, Sorrow, and Thorn, #3; Part 1)"
7259,6818019,307589676,"Nujood Ali, Delphine Minoui, Linda Coverdale",2009,"I Am Nujood, Age 10 and Divorced"
7260,43798,345376048,Anne Rice,1979,The Feast of All Saints
7261,18453074,316033979,Joshua Ferris,2014,To Rise Again at a Decent Hour
7262,150720,571199976,David Auburn,2000,Proof
7263,121581,441653049,"Robert A. Heinlein, Damon Knight",1967,"The Past Through Tomorrow (Future History, #1-21)"
7264,86525,394720954,Robert A. Caro,2002,"Master of the Senate (The Years of Lyndon Johnson, #3)"
7265,15722284,,Dean Koontz,2015,"Saint Odd (Odd Thomas, #7)"
7266,6671,037581423X,Roald Dahl,1977,The Wonderful Story of Henry Sugar and Six More
7267,140091,802757693,Charlaine Harris,1990,"Real Murders (Aurora Teagarden, #1)"
7268,7926242,399157212,Patricia Cornwell,2010,"Port Mortuary (Kay Scarpetta, #18)"
7269,672948,449912450,Erich Maria Remarque,1945,Arch of Triumph: A Novel of a Man Without a Country
7270,154795,1563890976,"Dan Jurgens, Jerry Ordway, Louise Simonson, Roger Stern, Jon Bogdanove, Tom Grummett, Jackson Butch Guice, Brett Breeding, Rick Burchett, Doug Hazlewood, Dennis Janke, Denis Rodier",1993,The Death of Superman
7271,144800,1841959111,Steven Hall,2007,The Raw Shark Texts
7272,27904311,1423160924,Rick Riordan,2016,"The Hammer of Thor (Magnus Chase and the Gods of Asgard, #2)"
7273,15771862,,Sonali Deraniyagala,2013,Wave
7274,1307,553295411,"Margaret Weis, Tracy Hickman",1991,"Fire Sea (The Death Gate Cycle, #3)"
7275,13547504,743236718,Andrew Solomon,2012,"Far from the Tree: Parents, Children, and the Search for Identity"
7276,958277,679826424,"Barbara Park, Denise Brunkus",1992,"Junie B. Jones and the  Stupid Smelly Bus (Junie B. Jones, #1)"
7277,23887,60882867,"Gabriel García Márquez, Gregory Rabassa",1975,The Autumn of the Patriarch
7278,3276637,7201788,Conn Iggulden,2008,"Bones of the Hills (Conqueror, #3)"
7279,13330771,307957241,Oliver Sacks,1995,Hallucinations
7280,12444297,385344414,Karen Marie Moning,2015,"Burned (Fever, #7)"
7281,3301759,,Edgar Allan Poe,1841,The Murders in the Rue Morgue
7282,104086,451458222,Guy Gavriel Kay,1984,The Summer Tree (The Fionavar Tapestry #1)
7283,7909,64400964,"Maud Hart Lovelace, Lois Lenski",1940,"Betsy-Tacy (Betsy-Tacy, #1)"
7284,2020935,316014559,Sara Zarr,2008,Sweethearts
7285,1474628,434017841,Lauren Groff,2008,The Monsters of Templeton
7286,18107951,425263150,Charlaine Harris,2014,"Midnight Crossroad (Midnight, Texas, #1)"
7287,269746,553584707,Diane Mott Davidson,1990,"Catering to Nobody (A Goldy Bear Culinary Mystery, #1)"
7288,12614410,373210574,Julie Kagawa,2012,"The Lost Prince (The Iron Fey: Call of the Forgotten, #1)"
7289,2095583,743294386,Kathy Reichs,2008,"Devil Bones (Temperance Brennan, #11)"
7290,116114,517223007,James  Jones,1951,From Here to Eternity
7291,389763,1401911846,Wayne W. Dyer,1899,Change Your Thoughts - Change Your Life: Living the Wisdom of the Tao
7292,81176,446693790,Michael Moore,2003,"Dude, Where's My Country?"
7293,364089,345412214,Mario Puzo,1996,The Last Don
7294,11995136,,"يوسف زيدان, Youssef Ziedan",2012,محال
7295,19452,60724501,Meg Cabot,2005,"Ready or Not (All-American Girl, #2)"
7296,128755,743453026,Kathy Reichs,2005,"Cross Bones (Temperance Brennan, #8)"
7297,163363,809015803,Gerda Weissmann Klein,1959,All But My Life: A Memoir
7298,577542,688143202,"Rudyard Kipling, Jerry Pinkney",1894,Rikki-Tikki-Tavi
7299,2249196,1401218377,"Grant Morrison, Frank Quitely",2009,"All-Star Superman, Vol. 2"
7300,17345242,553805444,"George R.R. Martin, Elio M. García Jr., Linda Antonsson",2014,The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones
7301,110386,380820854,Julia Quinn,2003,"To Sir Phillip, With Love (Bridgertons, #5)"
7302,454236,140009769X,"Nando Parrado, Vince Rause",2006,Miracle in the Andes
7303,17336849,1484148037,Nicole  Williams,2013,"Lost & Found (Lost & Found, #1)"
7304,298730,689839103,Margaret Peterson Haddix,2003,"Among the Barons (Shadow Children, #4)"
7305,20912424,803740816,"Kimberly Brubaker Bradley, مرضیه ورشوساز",2015,The War that Saved My Life (The War That Saved My Life #1)
7306,125662,439568420,R.L. Stine,1992,"Say Cheese and Die! (Goosebumps, #4)"
7307,328907,60932309,Bernard Cornwell,1997,"Sharpe's Tiger (Sharpe, #1)"
7308,207684,60837640,Meg Cabot,2007,Jinx
7309,53064,141181737,"Thomas Mann, Joachim Neugroschel",1911,Death in Venice and Other Tales
7310,21874813,345539931,Alan Bradley,2015,"As Chimney Sweepers Come to Dust (Flavia de Luce, #7)"
7311,13258,312421990,Zoë Heller,2003,What Was She Thinking? [Notes on a Scandal]
7312,25293695,045147516X,J.R. Ward,2016,"The Beast (Black Dagger Brotherhood, #14)"
7313,65399,425193942,Dorothea Benton Frank,1999,"Sullivan's Island (Lowcountry Tales, #1)"
7314,229149,1892213753,"CLAMP, Anita Sengupta",1998,"Cardcaptor Sakura: Master of the Clow, Vol. 1 (Cardcaptor Sakura, #7)"
7315,10897866,1460995457,G.P. Ching,2011,"The Soulkeepers (The Soulkeepers, #1)"
7316,33820,446611913,Nelson DeMille,2002,Up Country
7317,1048645,439636485,Michael Morpurgo,2003,Private Peaceful
7318,383514,425215679,Rhys Bowen,2007,"Her Royal Spyness (Her Royal Spyness Mysteries, #1)"
7319,12288282,,Ilona Andrews,2012,"Gunmetal Magic (Kate Daniels, #5.5)"
7320,22381326,,Joe Abercrombie,2015,"Half a War (Shattered Sea, #3)"
7321,10813469,,Kristen Ashley,2011,"Rock Chick Renegade (Rock Chick, #4)"
7322,15729261,,Jennifer Probst,2012,"The Marriage Mistake (Marriage to a Billionaire, #3)"
7323,886512,694006513,Bruce Degen,1982,Jamberry
7324,8269450,385670516,Kelley Armstrong,2009,"Darkest Powers Trilogy (Darkest Powers, #1-3)"
7325,261604,812570812,Elizabeth Haydon,1999,"Rhapsody: Child of Blood (Symphony of Ages, #1)"
7326,91201,553278118,Erich Segal,1988,Doctors
7327,142395,1566562937,"Amin Maalouf, Russell Harris",1988,Samarkand
7328,7685763,399156879,J.D. Robb,2010,"Indulgence in Death (In Death, #31)"
7329,15852479,316230812,NoViolet Bulawayo,2013,We Need New Names
7330,894072,307021521,Marian Potter,1953,The Little Red Caboose (Little Golden Book)
7331,5093760,451226801,Jen Lancaster,2009,Pretty in Plaid
7332,180930,875421180,Scott Cunningham,1988,Wicca: A Guide for the Solitary Practitioner
7333,179142,141185465,"Arthur Miller, Christopher Bigsby",1947,All My Sons
7334,7863274,330425781,Cath Crowley,2010,Graffiti Moon
7335,845403,688040454,John Steptoe,1986,Mufaro's Beautiful Daughters: An African Tale
7336,61904,380818612,Lois McMaster Bujold,2003,"Paladin of Souls (World of the Five Gods, #2)"
7337,13589182,670024961,Robert Greene,2012,Mastery
7338,4986,743422007,Kurt Vonnegut Jr.,1999,"God Bless You, Dr. Kevorkian"
7339,3090282,1416551050,Molly Wizenberg,2009,A Homemade Life: Stories and Recipes from My Kitchen Table
7340,138069,618007016,David Wiesner,2001,The Three Pigs
7341,26123,1400078393,Martin E.P. Seligman,1990,Learned Optimism: How to Change Your Mind and Your Life
7342,7827221,61779849,Kimberly Derting,2011,"Desires of the Dead (The Body Finder, #2)"
7343,563887,590462253,"John Lawrence Peterson, Roberta Carter Clark",1967,The Littles
7344,155106,64440192,"Peggy Parish, Barbara Siebel Thomas",1966,Amelia Bedelia and the Surprise Shower
7345,12125,689851324,Cynthia Voigt,1981,"Homecoming (Tillerman Cycle, #1)"
7346,112751,440240972,Karen Marie Moning,2005,"Spell of the Highlander (Highlander, #7)"
7347,28482,553563696,"Margaret Weis, Tracy Hickman",1993,"The Hand of Chaos (The Death Gate Cycle, #5)"
7348,382680,440225442,Harlan Coben,1998,One False Move (Myron Bolitar #5)
7349,62012,380000830,Roger Zelazny,1972,The Guns of Avalon (The Chronicles of Amber #2)
7350,163465,435124773,Katherine Paterson,1978,The Great Gilly Hopkins
7351,32807,425199320,Clive Cussler,2003,"Trojan Odyssey (Dirk Pitt, #17)"
7352,138872,345338545,James Alexander Thom,1981,Follow the River
7353,91571,743484908,"William Shakespeare, Barbara A. Mowat, Paul Werstine",1603,Measure for Measure
7354,228221,425127583,"Owen  West, Dean Koontz",1981,The Mask
7355,13514612,1423176375,Cristin Terrill,2013,All Our Yesterdays
7356,16218778,544025830,Kimberly Rae Miller,2013,Coming Clean
7357,5368,141009829,Kathleen Winsor,1944,Forever Amber 
7358,8619814,375868704,John  Stephens,2011,"The Emerald Atlas (The Books of Beginning, #1)"
7359,28390369,241144159,Zadie Smith,2016,Swing Time
7360,42435,805073663,Doug Stanton,2001,In Harm's Way: The Sinking of the U.S.S. Indianapolis and the Extraordinary Story of Its Survivors
7361,1819632,1598163221,Yuna Kagesaki,2003,"Chibi Vampire, Vol. 01"
7362,18667779,525425888,Nina LaCour,2014,Everything Leads to You
7363,363851,316058297,Wendy Mass,2006,Jeremy Fink and the Meaning of Life
7364,216048,399237321,Patricia Polacco,1998,"Thank You, Mr. Falker"
7365,20821159,399158448,William Gibson,2014,The Peripheral
7366,6464937,307269760,Alice Munro,2009,Too Much Happiness
7367,13614836,162266910X,"J. Lynn, Jennifer L. Armentrout",2012,"Tempting the Best Man (Gamble Brothers, #1)"
7368,17158513,,C.S. Pacat,2015,"Captive Prince: Volume Two (Captive Prince, #2)"
7369,10970532,373605692,Tiffany Reisz,2012,"The Siren (The Original Sinners, #1)"
7370,267243,743263065,William  Kennedy,1983,Ironweed
7371,6621101,345505670,Jonathan Kellerman,2009,"Deception (Alex Delaware, #25)"
7372,40580,141019999,Michael Moore,2001,Stupid White Men
7373,23766634,1408857901,Sarah J. Maas,2017,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)"
7374,4893390,7302142,Derek Landy,2008,"The Faceless Ones (Skulduggery Pleasant, #3)"
7375,63689,618658947,Paul Theroux,1969,The Great Railway Bazaar
7376,13117308,1439192987,Brad Thor,2012,"Black List (Scot Harvath, #11)"
7377,22417,1563894815,"Warren Ellis, Darick Robertson",1999,"Transmetropolitan, Vol. 2: Lust for Life (Transmetropolitan, #2)"
7378,101869,441013651,Charles Stross,2004,"The Atrocity Archives (Laundry Files, #1)"
7379,10867,786888016,Steve Martin,2003,The Pleasure of My Company
7380,138683,143036432,C.J. Sansom,2004,"Dark Fire (Matthew Shardlake, #2)"
7381,17831619,,Christina Lauren,2013,"Beautiful Beginning (Beautiful Bastard, #3.5)"
7382,11381910,393081508,Liz Moore,2012,Heft
7383,7998,142401420,Brian Jacques,1995,"Outcast of Redwall (Redwall, #8)"
7384,543873,385341067,Lloyd Jones,2006,Mister Pip
7385,1191,030723827X,"Giada De Laurentiis, Victoria Pearson",2006,Giada's Family Dinners
7386,185012,1559362766,John Patrick Shanley,2005,Doubt
7387,675614,142409863,Cate Tiernan,2001,"Book of Shadows (Sweep, #1)"
7388,2141830,312348266,Beth Harbison,2008,"Secrets of a Shoe Addict (Shoe Addict, #2)"
7389,22609080,147679250X,Anna Todd,2014,"After We Fell (After, #3)"
7390,6589074,1442152613,Laurie Fabiano,2006,Elizabeth Street
7391,13415554,,Sarah J. Maas,2012,"The Assassin and the Pirate Lord (Throne of Glass, #0.1)"
7392,24965,143037579,"Søren Kierkegaard, Alastair Hannay",1843,Fear and Trembling
7393,30334,044023803X,Amelia Atwater-Rhodes,2003,"Hawksong (The Kiesha'ra, #1)"
7394,45260,333725034,Peter F. Hamilton,1999,"The Naked God (Night's Dawn, #3)"
7395,14481,60266880,"Peggy Parish, Wallace Tripp",1971,"Come Back, Amelia Bedelia"
7396,790171,671726528,Thor Heyerdahl,1948,Kon-Tiki: Across The Pacific In A Raft
7397,15815364,1594487294,Mohsin Hamid,2013,How to Get Filthy Rich in Rising Asia
7398,15852,143039822,"Albert Einstein, Nigel Calder, Robert W. Lawson",1916,Relativity: The Special and the General Theory
7399,33770,006098824X,Anna Maxted,2000,Getting Over It
7400,10866233,545169178,Siobhan Vivian,2012,The List
7401,19534,055337849X,David James Duncan,1992,The Brothers K
7402,9484114,307591565,Shawn Achor,2010,The Happiness Advantage: The Seven Principles of Positive Psychology That Fuel Success and Performance at Work
7403,13167796,765330539,W. Bruce Cameron,2012,"A Dog's Journey (A Dog's Purpose, #2)"
7404,11389341,525952470,"Timothy J. Keller, Kathy  Keller",2011,The Meaning of Marriage: Facing the Complexities of Commitment with the Wisdom of God
7405,6672183,1401225667,"Grant Morrison, Frank Quitely, Philip Tan, Jonathan Glapion, Alex Sinclair",2010,Batman & Robin: Batman Reborn
7406,1157452,1421501201,Matsuri Hino,2002,"MeruPuri, Vol. 1 (MeruPuri, #1)"
7407,11031,156029588,"Arturo Pérez-Reverte, Margaret Jull Costa",1990,The Flanders Panel
7408,576570,823404420,"Janet Stevens, Hans Christian Andersen",1835,The Princess and the Pea
7409,4662,684842505,"F. Scott Fitzgerald, Matthew J. Bruccoli",1920,The Short Stories
7410,397466,067172939X,V.C. Andrews,1986,"Dark Angel (Casteel, #2)"
7411,77787,553298046,Timothy Zahn,1997,"Specter of the Past (Star Wars: The Hand of Thrawn, #1)"
7412,25507925,,Tyler Oakley,2015,Binge
7413,22471294,,Alessandra Torre,2014,Black Lies
7414,351648,61128856,Laura Lippman,2007,What the Dead Know
7415,17798233,,"Jay Crownover, Charlotte Connan de vries",2014,"Rome (Marked Men, #3)"
7416,76527,141439777,"Laurence Sterne, Melvyn New",1767,"The Life and Opinions of Tristram Shandy, Gentleman"
7417,765148,439287197,"Giles Andreae, Guy Parker-Rees",,Giraffes Can't Dance
7418,98048,142001821,Susan Vreeland,2001,The Passion of Artemisia
7419,270435,937611352,Louise L. Hay,1976,Heal Your Body: The Mental Causes for Physical Illness and the Metaphysical Way to Overcome Them
7420,284698,159182236X,"Mia Ikumi, Reiko Yoshida",2003,"Tokyo Mew Mew, Vol. 1 (Tokyo Mew Mew, #1)"
7421,11595276,62020560,Emily M. Danforth,2012,The Miseducation of Cameron Post
7422,1967070,006082543X,"Neil Gaiman, P. Craig Russell",2008,Coraline (Illustrated/Graphic Novel Edition)
7423,2173611,61477958,Diana Wynne Jones,2008,"House of Many Ways (Howl's Moving Castle, #3)"
7424,23602561,1101874996,Don Winslow,2015,The Cartel
7425,25937671,1101902760,Sue Klebold,2016,A Mother's Reckoning: Living in the Aftermath of Tragedy
7426,13062,446695696,Carl Hiaasen,1989,"Skin Tight (Mick Stranahan, #1)"
7427,3750,142002062,Ian Fleming,1955,"Moonraker (James Bond, #3)"
7428,364550,521357306,"John Locke, Peter Laslett, Raymond Geuss",1689,Two Treatises of Government
7429,16900,1420925229,Henry David Thoreau,1995,Civil Disobedience and Other Essays
7430,17533,316030899,Louisa May Alcott,1876,"Rose in Bloom (Eight Cousins, #2)"
7431,18718848,,David  Arnold,2015,Mosquitoland
7432,25228579,,Barbara Claypole White,2015,The Perfect Son
7433,82436,375836942,Melina Marchetta,1992,Looking for Alibrandi
7434,17257993,,Kristen Ashley,2013,"Raid (Unfinished Hero, #3)"
7435,15813668,1250014409,Darynda Jones,2013,"Fifth Grave Past the Light (Charley Davidson, #5)"
7436,416580,312957572,Wilbur Smith,1995,"The Seventh Scroll (Ancient Egypt, #2)"
7437,12813860,316084220,Kody Keplinger,2012,A Midsummer's Nightmare
7438,17571466,1476717710,Nick Cutter,2014,The Troop
7439,820480,1405092726,C.J. Sansom,2008,"Revelation (Matthew Shardlake, #4)"
7440,11339,292760280,"Pablo Neruda, Stephen Tapscott",1959,100 Love Sonnets
7441,18316089,1400067243,Amy Bloom,2014,Lucky Us
7442,110393,006053124X,Julia Quinn,2005,"It's in His Kiss (Bridgertons, #7)"
7443,31538614,1781106290,"J.K. Rowling, MinaLima",2016,"Short Stories from Hogwarts of Power, Politics and Pesky Poltergeists (Pottermore Presents, #2)"
7444,9454,198245971,"Georg Wilhelm Friedrich Hegel, A.V. Miller, John Niemeyer Findlay",1807,Phenomenology of Spirit
7445,17257990,,Kristen Ashley,2013,"Fire Inside (Chaos, #2)"
7446,479561,330351435,Peter F. Hamilton,1997,"The Neutronium Alchemist (Night's Dawn, #2)"
7447,9995135,373776578,Gena Showalter,2012,The Darkest Seduction (Lords of the Underworld #9)
7448,30226723,62310712,Victoria Aveyard,2017,"King's Cage (Red Queen, #3)"
7449,6345193,805090800,Paul Auster,2009,Invisible
7450,5557442,,يوسف زيدان,2006,ظل الأفعى
7451,9266810,61701246,Sarah Mlynowski,2011,Ten Things We Did (and Probably Shouldn't Have)
7452,13042154,1442430001,Moira Young,2012,"Rebel Heart (Dust Lands, #2)"
7453,4507,553803077,Julie Gregory,2003,Sickened: The Memoir of a Munchausen by Proxy Childhood
7454,96082,316713732,Anita Shreve,2001,The Last Time They Met
7455,25817493,62409204,Paulette Jiles,2016,News of the World
7456,40710,1416505415,Brad Thor,2005,"Blowback (Scot Harvath, #4)"
7457,9864913,014310425X,Devdutt Pattanaik,2010,Jaya: An Illustrated Retelling of the Mahabharata
7458,51114,312099436,Gail Tsukiyama,1991,Women of the Silk
7459,54492,140621318,Anthony Hope,1894,The Prisoner of Zenda
7460,8349348,557489563,Amanda Hocking,2010,"Flutter (My Blood Approves, #3)"
7461,18089551,,Tammy Falkner,2013,"Tall, Tatted and Tempting (The Reed Brothers, #1)"
7462,456,140178139,Paul Auster,1992,Leviathan
7463,15157,446608890,David Baldacci,1999,Saving Faith
7464,171471,786914041,R.A. Salvatore,1999,"The Spine of the World (Forgotten Realms: Paths of Darkness, #2; Legend of Drizzt, #12)"
7465,308540,439568331,R.L. Stine,1993,"The Haunted Mask (Goosebumps, #11)"
7466,136641,765349655,Douglas Preston,2005,Tyrannosaur Canyon (Wyman Ford #1)
7467,28016509,425285049,J.P. Delaney,2017,The Girl Before
7468,15673,747569118,Louis Sachar,1995,Wayside School Gets A Little Stranger (Wayside School #3)
7469,11279,446362662,Dan Simmons,1991,Summer of Night
7470,4961959,345506391,"Jim Butcher, Mark Powers, Ardian Syaf",2009,"The Dresden Files:  Storm Front, Volume 1-  The Gathering Storm"
7471,13064,446695718,Carl Hiaasen,1986,Tourist Season
7472,16076787,,أحمد خالد توفيق,2012,السنجة
7473,366346,778322602,Debbie Macomber,2002,"204 Rosewood Lane (Cedar Cove, #2)"
7474,16071767,345539478,Karin Slaughter,2013,"Unseen (Will Trent, #7)"
7475,6681333,525422439,Heather Brewer,2010,"Eleventh Grade Burns (The Chronicles of Vladimir Tod, #4)"
7476,175324,345330137,Robert A. Heinlein,1956,Double Star
7477,390305,778322335,Alex Kava,2000,"A Perfect Evil (Maggie O'Dell, #1)"
7478,15737147,1594631290,Anne Lamott,2012,Help Thanks Wow: The Three Essential Prayers
7479,7981,142402451,"Brian Jacques, Allan Curless",1997,"The Long Patrol (Redwall, #10)"
